x_term,y_term,correlation,p_value,significance
#0:buchteil:digital:learning,#1:zeitschriftenartikel:learning:management:system,-0.037222581226837914,0.02295022689451874,Signifikant
#0:buchteil:digital:learning,#1:buch:learning:management:system,-0.004183013114260436,0.7983443283264264,Nicht signifikant
#0:buchteil:digital:learning,#1:buchteil:learning:management:system,-0.018803002105482712,0.2507424511172985,Nicht signifikant
#0:buchteil:digital:learning,#1:konferenz-paper:learning:management:system,-0.008881846667078693,0.5874778767952344,Nicht signifikant
#0:buchteil:digital:learning,#2:zeitschriftenartikel:online:lernplattform,-0.006616585108599309,0.6861163795454721,Nicht signifikant
#0:buchteil:digital:learning,#3:zeitschriftenartikel:online:lernumgebung,-0.008372761256764642,0.6090717204099648,Nicht signifikant
#0:buchteil:digital:learning,#3:buch:online:lernumgebung,-0.004183013114260436,0.7983443283264264,Nicht signifikant
#0:buchteil:digital:learning,#3:buchteil:online:lernumgebung,-0.00591726006197436,0.717788110958905,Nicht signifikant
#0:buchteil:digital:learning,#3:konferenz-paper:online:lernumgebung,-0.004183013114260435,0.7983443283264264,Nicht signifikant
#0:buchteil:digital:learning,#4:zeitschriftenartikel:mooc,-0.0188030021054827,0.2507424511172985,Nicht signifikant
#0:buchteil:digital:learning,#4:buch:mooc,-0.005917260061974359,0.717788110958905,Nicht signifikant
#0:buchteil:digital:learning,#4:buchteil:mooc,-0.0135891570067025,0.4065193338776146,Nicht signifikant
#0:buchteil:digital:learning,#4:konferenz-paper:mooc,-0.016261875214138254,0.3205610712700764,Nicht signifikant
#0:buchteil:digital:learning,#5:zeitschriftenartikel:e-learning,-0.039220373628276725,0.016556247210080855,Signifikant
#0:buchteil:digital:learning,#5:buch:e-learning,-0.014533293928590898,0.37469742085320684,Nicht signifikant
#0:buchteil:digital:learning,#5:buchteil:e-learning,-0.0406654424268057,0.012962994275851934,Signifikant
#0:buchteil:digital:learning,#5:konferenz-paper:e-learning,-0.0066165851085993104,0.6861163795454721,Nicht signifikant
#0:buchteil:digital:learning,#6:zeitschriftenartikel:bildung:technologie,-0.023671408242717237,0.14817703388414658,Nicht signifikant
#0:buchteil:digital:learning,#6:buch:bildung:technologie,-0.014225378021168179,0.38490235885050417,Nicht signifikant
#0:buchteil:digital:learning,#6:buchteil:bildung:technologie,-0.03162817399067189,0.053327017677072756,Nicht signifikant
#0:buchteil:digital:learning,#6:konferenz-paper:bildung:technologie,-0.01026000661664128,0.530872081432632,Nicht signifikant
#0:buchteil:digital:learning,#7:zeitschriftenartikel:digital:medien,-0.03221079855311432,0.049082313669279724,Signifikant
#0:buchteil:digital:learning,#7:buch:digital:medien,-0.037730249921992545,0.021149654754923485,Signifikant
#0:buchteil:digital:learning,#7:buchteil:digital:medien,-0.12206902636754413,7.225267783219255e-14,Signifikant
#0:buchteil:digital:learning,#7:konferenz-paper:digital:medien,-0.008372761256764644,0.6090717204099648,Nicht signifikant
#0:buchteil:digital:learning,#8:zeitschriftenartikel:blended:learning,-0.022895138901519948,0.1619424265594444,Nicht signifikant
#0:buchteil:digital:learning,#8:buch:blended:learning,-0.009363545705796821,0.5673778738164075,Nicht signifikant
#0:buchteil:digital:learning,#8:buchteil:blended:learning,-0.02062000306149184,0.2078285910244943,Nicht signifikant
#0:buchteil:digital:learning,#8:konferenz-paper:blended:learning,-0.004183013114260436,0.7983443283264264,Nicht signifikant
#0:buchteil:digital:learning,#9:zeitschriftenartikel:digital:lernen,-0.03177471045505535,0.05223157829329705,Nicht signifikant
#0:buchteil:digital:learning,#9:buch:digital:lernen,-0.019957110112644273,0.2228221151674798,Nicht signifikant
